"","bandno","date","bodreg","site","sex","urb.score","urbanization","mass","tarsus","wing","pvol","pvol.tars","nestid","B2","H1","FWHM","S1U","bodycond","julian","year"
"21","187321177",2022-04-28,"be","Sam Smith","Female",-2.0141,"rural",200,33.69,"123",12.4345262222222,0.369086560469642,"107",1.98691082153661,609,300.5,0.12496485393805,-1.08193688202187,117,2022
"22","187321177",2022-04-28,"lc","Sam Smith","Female",-2.0141,"rural",200,33.69,"123",12.4345262222222,0.369086560469642,"107",5.08742099504185,628,191,0.109591425620578,-1.08193688202187,117,2022
"23","187321177",2022-04-28,"rc","Sam Smith","Female",-2.0141,"rural",200,33.69,"123",12.4345262222222,0.369086560469642,"107",8.34570525564468,641,157.666666666667,0.19356578541765,-1.08193688202187,117,2022
"24","187321177",2022-04-28,"rr","Sam Smith","Female",-2.0141,"rural",200,33.69,"123",12.4345262222222,0.369086560469642,"107",4.09801870996499,634,190.4,0.141214058933453,-1.08193688202187,117,2022
"25","187321177",2022-04-28,"th","Sam Smith","Female",-2.0141,"rural",200,33.69,"123",12.4345262222222,0.369086560469642,"107",7.41515951974795,641,113.2,0.266200368421337,-1.08193688202187,117,2022
"26","187321175",2022-04-28,"ba","Sam Smith","Female",-2.0141,"rural",188,35.41,"118",14.1475413333333,0.399535197213593,"108",4.35018953788023,647.666666666667,164.333333333333,0.164811529648838,0.705325558335741,117,2022
"27","187321175",2022-04-28,"be","Sam Smith","Female",-2.0141,"rural",188,35.41,"118",14.1475413333333,0.399535197213593,"108",4.97827079641459,641.75,196.125,0.168964750184836,0.705325558335741,117,2022
"28","187321175",2022-04-28,"lc","Sam Smith","Female",-2.0141,"rural",188,35.41,"118",14.1475413333333,0.399535197213593,"108",8.71871137996848,621,169.666666666667,0.228762242440189,0.705325558335741,117,2022
"29","187321175",2022-04-28,"rc","Sam Smith","Female",-2.0141,"rural",188,35.41,"118",14.1475413333333,0.399535197213593,"108",5.68491041176065,627,159.75,0.20819833694843,0.705325558335741,117,2022
"30","187321175",2022-04-28,"rr","Sam Smith","Female",-2.0141,"rural",188,35.41,"118",14.1475413333333,0.399535197213593,"108",9.30573675270715,638,189,0.16188545413006,0.705325558335741,117,2022
"31","187321175",2022-04-28,"th","Sam Smith","Female",-2.0141,"rural",188,35.41,"118",14.1475413333333,0.399535197213593,"108",4.32570144455217,597.333333333333,177,0.204112525361614,0.705325558335741,117,2022
"32","187321180",2022-04-28,"ba","Sam Smith","Male",-2.0141,"rural",179,34.86,"125",7.0015,0.200846242111302,"109",5.34847958486261,590.833333333333,161.833333333333,0.21158391083344,0.205772388603957,117,2022
"33","187321180",2022-04-28,"be","Sam Smith","Male",-2.0141,"rural",179,34.86,"125",7.0015,0.200846242111302,"109",4.43809775409408,642,245.5,0.227081065946426,0.205772388603957,117,2022
"34","187321180",2022-04-28,"lc","Sam Smith","Male",-2.0141,"rural",179,34.86,"125",7.0015,0.200846242111302,"109",5.72089689908844,631,170,0.202067810420148,0.205772388603957,117,2022
"35","187321180",2022-04-28,"rc","Sam Smith","Male",-2.0141,"rural",179,34.86,"125",7.0015,0.200846242111302,"109",4.88729549406527,644.25,193.5,0.203614928041628,0.205772388603957,117,2022
"36","187321180",2022-04-28,"rr","Sam Smith","Male",-2.0141,"rural",179,34.86,"125",7.0015,0.200846242111302,"109",4.69166015728881,631,270,0.115511540449347,0.205772388603957,117,2022
"37","187321180",2022-04-28,"th","Sam Smith","Male",-2.0141,"rural",179,34.86,"125",7.0015,0.200846242111302,"109",7.46508992082949,629,111.428571428571,0.246458454536832,0.205772388603957,117,2022
